State,District,Crop,Season,Year,Area_Hectares,Production_Tonnes,Yield_t_per_ha,Soil_Type,Water_Requirement,Climate,Fertilizer
Odisha,Odisha District,Mustard,Zaid,2019,6794,31184,4.59,Alluvial,Low,Semi-Arid,NPK
Odisha,Odisha District,Jowar,Rabi,2019,15160,63672,4.2,Laterite,High,Mountain,Urea
Odisha,Odisha District,Apple,Rabi,2019,5053,24860,4.92,Loam,Medium,Temperate,NPK
Odisha,Odisha District,Cotton,Zaid,2019,4653,27499,5.91,Loam,High,Humid,Potash
Odisha,Odisha District,Mustard,Kharif,2019,14478,64571,4.46,Clay Loam,High,Semi-Arid,DAP + Urea
Odisha,Odisha District,Jute,Rabi,2020,2299,11242,4.89,Laterite,Low,Humid,NPK
Odisha,Odisha District,Soybean,Zaid,2020,28203,49073,1.74,Alluvial,High,Temperate,Potash
Odisha,Odisha District,Coffee,Zaid,2020,11224,28957,2.58,Black,Medium,Semi-Arid,Organic + NPK
Odisha,Odisha District,Banana,Kharif,2020,7642,35993,4.71,Clay Loam,Low,Mountain,NPK
Odisha,Odisha District,Coconut,Kharif,2020,11095,19527,1.76,Laterite,Low,Semi-Arid,Organic + NPK
Odisha,Odisha District,Tea,Rabi,2020,13457,20320,1.51,Laterite,High,Mountain,Organic + NPK
Odisha,Odisha District,Mustard,Zaid,2020,23141,54381,2.35,Red,Low,Temperate,Urea
Odisha,Odisha District,Bajra,Rabi,2020,3179,6199,1.95,Alluvial,Low,Humid,NPK
Odisha,Odisha District,Onion,Rabi,2020,7148,28449,3.98,Black,Low,Humid,Urea
Odisha,Odisha District,Jute,Zaid,2020,3735,15425,4.13,Red,Low,Temperate,Potash
Odisha,Odisha District,Banana,Kharif,2020,13182,66437,5.04,Clay Loam,Medium,Temperate,NPK
Odisha,Odisha District,Rubber,Kharif,2020,2933,6687,2.28,Black,Medium,Tropical,Urea
Odisha,Odisha District,Potato,Rabi,2021,21841,83651,3.83,Red,Medium,Semi-Arid,NPK
Odisha,Odisha District,Mustard,Kharif,2021,6420,17398,2.71,Loam,High,Humid,Urea
Odisha,Odisha District,Onion,Zaid,2021,13375,34106,2.55,Clay Loam,Low,Mountain,DAP + Urea
Odisha,Odisha District,Sugarcane,Rabi,2021,1211,4286,3.54,Clay Loam,Low,Humid,NPK
Odisha,Odisha District,Mustard,Kharif,2021,19602,108987,5.56,Alluvial,Low,Tropical,Potash
Odisha,Odisha District,Mustard,Kharif,2021,16933,84157,4.97,Laterite,Medium,Humid,Potash
Odisha,Odisha District,Potato,Kharif,2021,27177,134526,4.95,Sandy,Medium,Tropical,Potash
Odisha,Odisha District,Rice,Rabi,2021,24937,130919,5.25,Loam,Low,Semi-Arid,Urea
Odisha,Odisha District,Jute,Kharif,2021,1980,11107,5.61,Loam,Low,Tropical,Urea
Odisha,Odisha District,Groundnut,Rabi,2021,29647,55736,1.88,Loam,Medium,Semi-Arid,NPK
Odisha,Odisha District,Jute,Kharif,2021,1349,7864,5.83,Black,Medium,Temperate,NPK
Odisha,Odisha District,Coffee,Kharif,2021,16648,27136,1.63,Laterite,Low,Humid,NPK
Odisha,Odisha District,Onion,Kharif,2022,27557,149083,5.41,Sandy,Medium,Humid,DAP + Urea
Odisha,Odisha District,Tea,Rabi,2022,17239,101882,5.91,Black,Low,Temperate,Organic + NPK
Odisha,Odisha District,Onion,Rabi,2022,29382,102837,3.5,Alluvial,High,Semi-Arid,NPK
Odisha,Odisha District,Bajra,Zaid,2022,15301,91193,5.96,Sandy,Low,Tropical,DAP + Urea
Odisha,Odisha District,Banana,Kharif,2022,11876,59736,5.03,Red,Medium,Semi-Arid,Urea
Odisha,Odisha District,Cotton,Kharif,2022,10778,40417,3.75,Alluvial,High,Tropical,Organic + NPK
Odisha,Odisha District,Coconut,Zaid,2022,3525,9517,2.7,Red,Low,Humid,NPK
Odisha,Odisha District,Sugarcane,Kharif,2022,5740,14579,2.54,Black,High,Semi-Arid,Potash
Odisha,Odisha District,Onion,Zaid,2022,5472,18659,3.41,Red,High,Temperate,Organic + NPK
Odisha,Odisha District,Wheat,Kharif,2022,10886,35814,3.29,Loam,Low,Tropical,Organic + NPK
Odisha,Odisha District,Coconut,Kharif,2022,29291,155242,5.3,Loam,Low,Semi-Arid,NPK
Odisha,Odisha District,Ragi,Zaid,2022,20337,39860,1.96,Sandy,Medium,Temperate,DAP + Urea
Odisha,Odisha District,Wheat,Rabi,2023,5972,17259,2.89,Black,Medium,Mountain,NPK
Odisha,Odisha District,Tea,Rabi,2023,11803,57008,4.83,Alluvial,Low,Semi-Arid,Urea
Odisha,Odisha District,Jute,Zaid,2023,27067,97170,3.59,Black,Low,Tropical,NPK
Odisha,Odisha District,Onion,Rabi,2023,2300,8441,3.67,Clay Loam,Low,Mountain,Potash
Odisha,Odisha District,Maize,Rabi,2023,13121,51303,3.91,Sandy,Low,Mountain,DAP + Urea
Odisha,Odisha District,Coffee,Zaid,2023,10123,53753,5.31,Sandy,Medium,Semi-Arid,NPK
Odisha,Odisha District,Wheat,Rabi,2023,8920,42637,4.78,Clay Loam,Low,Humid,NPK
Odisha,Odisha District,Banana,Zaid,2023,3703,11738,3.17,Laterite,Medium,Humid,DAP + Urea
Odisha,Odisha District,Jute,Kharif,2023,29801,86422,2.9,Black,High,Temperate,DAP + Urea
Odisha,Odisha District,Bajra,Kharif,2023,21067,118185,5.61,Sandy,High,Semi-Arid,Organic + NPK
Odisha,Odisha District,Cotton,Kharif,2023,6396,10361,1.62,Clay Loam,Low,Semi-Arid,DAP + Urea
Odisha,Odisha District,Tea,Kharif,2023,7679,30792,4.01,Clay Loam,High,Mountain,Organic + NPK
Odisha,Odisha District,Banana,Zaid,2024,23111,58470,2.53,Clay Loam,Low,Tropical,NPK
Odisha,Odisha District,Ragi,Rabi,2024,15270,55582,3.64,Black,Low,Temperate,DAP + Urea
Odisha,Odisha District,Groundnut,Rabi,2024,9367,14987,1.6,Laterite,Medium,Humid,Organic + NPK
Odisha,Odisha District,Cotton,Rabi,2024,16818,83080,4.94,Sandy,Medium,Tropical,DAP + Urea
Odisha,Odisha District,Wheat,Kharif,2024,17531,78363,4.47,Laterite,Low,Semi-Arid,Organic + NPK
Odisha,Odisha District,Jowar,Kharif,2024,21474,86540,4.03,Laterite,Medium,Tropical,DAP + Urea
Odisha,Odisha District,Cotton,Kharif,2024,12244,59016,4.82,Laterite,Medium,Humid,Potash
Odisha,Odisha District,Ragi,Rabi,2024,26481,60641,2.29,Laterite,Medium,Temperate,DAP + Urea
Odisha,Odisha District,Coffee,Zaid,2024,19450,50375,2.59,Alluvial,High,Humid,Potash
Odisha,Odisha District,Coconut,Kharif,2024,28987,162327,5.6,Sandy,High,Humid,Potash
Odisha,Odisha District,Mustard,Rabi,2024,17481,67301,3.85,Alluvial,Low,Tropical,DAP + Urea
Odisha,Odisha District,Coconut,Rabi,2024,5766,23640,4.1,Laterite,High,Tropical,Urea
Odisha,Odisha District,Groundnut,Zaid,2025,7724,38620,5,Red,High,Mountain,Potash
Odisha,Odisha District,Soybean,Rabi,2025,4371,19975,4.57,Sandy,High,Temperate,NPK
Odisha,Odisha District,Jowar,Rabi,2025,10946,55605,5.08,Sandy,Low,Temperate,Urea
Odisha,Odisha District,Tea,Kharif,2025,26081,64941,2.49,Laterite,Medium,Semi-Arid,NPK
Odisha,Odisha District,Coconut,Kharif,2025,1938,7848,4.05,Loam,Medium,Tropical,Organic + NPK
Odisha,Odisha District,Jowar,Rabi,2025,12285,42260,3.44,Laterite,High,Semi-Arid,Urea
Odisha,Odisha District,Cotton,Zaid,2025,9139,52914,5.79,Red,Medium,Tropical,Organic + NPK
Odisha,Odisha District,Cotton,Kharif,2025,10398,29946,2.88,Sandy,High,Semi-Arid,NPK
Odisha,Odisha District,Onion,Kharif,2025,19586,52490,2.68,Laterite,Medium,Tropical,Potash
Odisha,Odisha District,Onion,Zaid,2025,15150,34693,2.29,Laterite,Low,Humid,Urea
Odisha,Odisha District,Sugarcane,Rabi,2025,19965,37534,1.88,Loam,Low,Semi-Arid,Organic + NPK
Odisha,Odisha District,Mustard,Zaid,2025,14264,42221,2.96,Sandy,High,Semi-Arid,Organic + NPK
Punjab,Punjab District,Potato,Kharif,2016,3165,12090,3.82,Black,Medium,Tropical,Potash
Punjab,Punjab District,Wheat,Kharif,2016,6583,34889,5.3,Laterite,Low,Semi-Arid,DAP + Urea
Punjab,Punjab District,Soybean,Rabi,2016,27968,96489,3.45,Clay Loam,Medium,Temperate,Organic + NPK
Punjab,Punjab District,Wheat,Rabi,2016,24432,132910,5.44,Clay Loam,Low,Humid,Urea
Punjab,Punjab District,Onion,Rabi,2016,22724,119073,5.24,Sandy,High,Mountain,Organic + NPK
Punjab,Punjab District,Jowar,Rabi,2016,1161,6606,5.69,Clay Loam,High,Humid,Urea
Punjab,Punjab District,Mustard,Rabi,2016,28567,84272,2.95,Red,High,Semi-Arid,Urea
Punjab,Punjab District,Groundnut,Rabi,2016,8198,30332,3.7,Clay Loam,Medium,Semi-Arid,Organic + NPK
Punjab,Punjab District,Wheat,Rabi,2016,5435,30707,5.65,Loam,High,Tropical,Potash
Punjab,Punjab District,Cotton,Rabi,2016,11810,40744,3.45,Loam,High,Temperate,NPK
Punjab,Punjab District,Coconut,Kharif,2016,6475,27907,4.31,Black,Medium,Temperate,DAP + Urea
Punjab,Punjab District,Onion,Zaid,2016,24130,134404,5.57,Laterite,Low,Tropical,Potash
Punjab,Punjab District,Wheat,Rabi,2017,16200,34992,2.16,Black,Medium,Temperate,Organic + NPK
Punjab,Punjab District,Coffee,Kharif,2017,8685,18151,2.09,Alluvial,Medium,Humid,Potash
Punjab,Punjab District,Jute,Kharif,2017,17679,90339,5.11,Laterite,High,Mountain,NPK
Punjab,Punjab District,Cotton,Zaid,2017,23615,127284,5.39,Alluvial,Low,Mountain,Urea
Punjab,Punjab District,Coffee,Rabi,2017,19230,29229,1.52,Loam,Medium,Mountain,Organic + NPK
Punjab,Punjab District,Onion,Kharif,2017,2028,8477,4.18,Black,High,Semi-Arid,NPK
Punjab,Punjab District,Mustard,Kharif,2017,14997,47240,3.15,Red,Low,Temperate,Potash
Punjab,Punjab District,Tea,Zaid,2017,4577,21923,4.79,Loam,Medium,Mountain,Urea
Punjab,Punjab District,Jowar,Kharif,2017,16048,57933,3.61,Red,Low,Tropical,DAP + Urea
Punjab,Punjab District,Coffee,Rabi,2017,23766,140219,5.9,Laterite,High,Tropical,Organic + NPK
Punjab,Punjab District,Coffee,Kharif,2017,29885,62758,2.1,Sandy,Medium,Mountain,NPK
Punjab,Punjab District,Coconut,Kharif,2017,8782,48388,5.51,Laterite,Medium,Humid,NPK
Punjab,Punjab District,Coconut,Rabi,2018,12777,34497,2.7,Clay Loam,Low,Tropical,DAP + Urea
Punjab,Punjab District,Tea,Rabi,2018,1178,2226,1.89,Black,Low,Temperate,Urea
Punjab,Punjab District,Sugarcane,Zaid,2018,11038,33003,2.99,Clay Loam,Low,Mountain,NPK
Punjab,Punjab District,Onion,Rabi,2018,10716,27968,2.61,Loam,Low,Humid,Potash
Punjab,Punjab District,Potato,Rabi,2018,18622,89385,4.8,Black,Low,Tropical,Organic + NPK
Punjab,Punjab District,Rice,Zaid,2018,11102,42742,3.85,Laterite,Low,Semi-Arid,Organic + NPK
Punjab,Punjab District,Maize,Rabi,2018,12557,40684,3.24,Alluvial,Low,Mountain,DAP + Urea
Punjab,Punjab District,Groundnut,Zaid,2018,27244,64023,2.35,Alluvial,High,Tropical,NPK
Punjab,Punjab District,Tea,Rabi,2018,16058,55239,3.44,Red,Low,Temperate,Potash
Punjab,Punjab District,Soybean,Kharif,2018,11805,35533,3.01,Black,Medium,Tropical,NPK
Punjab,Punjab District,Soybean,Zaid,2018,20842,65027,3.12,Black,Medium,Temperate,NPK
Punjab,Punjab District,Potato,Zaid,2018,5596,13710,2.45,Laterite,Medium,Temperate,NPK
Punjab,Punjab District,Ragi,Zaid,2019,7434,36798,4.95,Laterite,High,Mountain,DAP + Urea
Punjab,Punjab District,Onion,Zaid,2019,2485,14636,5.89,Clay Loam,Medium,Semi-Arid,Potash
Punjab,Punjab District,Coffee,Kharif,2019,1932,9022,4.67,Clay Loam,High,Tropical,Organic + NPK
Punjab,Punjab District,Banana,Zaid,2019,17522,57472,3.28,Sandy,Medium,Semi-Arid,Potash
Punjab,Punjab District,Jute,Rabi,2019,20941,75387,3.6,Loam,Medium,Tropical,DAP + Urea
Punjab,Punjab District,Wheat,Rabi,2019,16378,60434,3.69,Black,High,Temperate,NPK
Punjab,Punjab District,Groundnut,Kharif,2019,23990,80126,3.34,Clay Loam,High,Temperate,Urea
Punjab,Punjab District,Potato,Kharif,2019,20458,69352,3.39,Red,Low,Mountain,Urea
Punjab,Punjab District,Groundnut,Kharif,2019,13488,29538,2.19,Laterite,Low,Temperate,DAP + Urea
Punjab,Punjab District,Potato,Kharif,2019,12927,33610,2.6,Sandy,Low,Semi-Arid,Potash
Punjab,Punjab District,Bajra,Rabi,2019,27706,110269,3.98,Red,High,Humid,DAP + Urea
Punjab,Punjab District,Soybean,Zaid,2019,14775,28220,1.91,Laterite,High,Tropical,NPK
Punjab,Punjab District,Cotton,Rabi,2020,8415,27937,3.32,Sandy,High,Humid,Organic + NPK
Punjab,Punjab District,Rubber,Zaid,2020,6975,19948,2.86,Clay Loam,High,Tropical,Urea
Punjab,Punjab District,Potato,Rabi,2020,14023,40246,2.87,Black,High,Semi-Arid,Potash
Punjab,Punjab District,Onion,Rabi,2020,13315,59784,4.49,Red,High,Semi-Arid,Organic + NPK
Punjab,Punjab District,Mustard,Kharif,2020,4556,15217,3.34,Loam,Medium,Tropical,Potash
Punjab,Punjab District,Rubber,Rabi,2020,28879,98766,3.42,Red,Medium,Semi-Arid,NPK
Punjab,Punjab District,Rubber,Rabi,2020,26651,115931,4.35,Sandy,Medium,Temperate,Organic + NPK
Punjab,Punjab District,Banana,Zaid,2020,24803,145345,5.86,Laterite,Medium,Humid,Potash
Punjab,Punjab District,Rubber,Kharif,2020,6646,32631,4.91,Laterite,High,Mountain,Potash
Punjab,Punjab District,Rice,Zaid,2020,25839,155034,6,Sandy,Medium,Humid,Urea
Punjab,Punjab District,Potato,Rabi,2020,577,1638,2.84,Alluvial,High,Humid,Potash
Punjab,Punjab District,Apple,Rabi,2020,1318,5166,3.92,Alluvial,High,Tropical,Organic + NPK
Punjab,Punjab District,Ragi,Kharif,2021,27271,86994,3.19,Red,Low,Semi-Arid,Organic + NPK
Punjab,Punjab District,Apple,Rabi,2021,16985,87982,5.18,Red,High,Temperate,Urea
Punjab,Punjab District,Ragi,Kharif,2021,17273,36273,2.1,Red,Medium,Humid,DAP + Urea
Punjab,Punjab District,Groundnut,Rabi,2021,27841,121108,4.35,Black,High,Mountain,Potash
Punjab,Punjab District,Cotton,Zaid,2021,3937,18110,4.6,Alluvial,Low,Semi-Arid,NPK
Punjab,Punjab District,Soybean,Kharif,2021,8070,45595,5.65,Loam,Low,Mountain,NPK
Punjab,Punjab District,Sugarcane,Kharif,2021,8567,33068,3.86,Black,Low,Semi-Arid,NPK
Punjab,Punjab District,Jowar,Rabi,2021,10135,45708,4.51,Alluvial,Medium,Temperate,Urea
Punjab,Punjab District,Onion,Rabi,2021,12247,61357,5.01,Loam,Low,Mountain,Urea
Punjab,Punjab District,Apple,Rabi,2021,13842,72532,5.24,Laterite,Low,Mountain,Organic + NPK
Punjab,Punjab District,Jute,Rabi,2021,5102,28214,5.53,Black,Medium,Mountain,DAP + Urea
Punjab,Punjab District,Onion,Rabi,2021,23324,120351,5.16,Black,High,Mountain,NPK
Punjab,Punjab District,Rice,Kharif,2022,8461,43574,5.15,Clay Loam,High,Temperate,Potash
Punjab,Punjab District,Mustard,Zaid,2022,19020,68281,3.59,Loam,Medium,Temperate,Potash
Punjab,Punjab District,Potato,Zaid,2022,26444,130104,4.92,Alluvial,Low,Mountain,DAP + Urea
Punjab,Punjab District,Tea,Zaid,2022,11108,55428,4.99,Laterite,Medium,Humid,Urea
Punjab,Punjab District,Cotton,Kharif,2022,9837,56169,5.71,Clay Loam,Medium,Mountain,Potash
Punjab,Punjab District,Groundnut,Zaid,2022,17873,48257,2.7,Black,Medium,Mountain,Potash
Punjab,Punjab District,Rubber,Zaid,2022,6332,24251,3.83,Loam,High,Semi-Arid,DAP + Urea
Punjab,Punjab District,Mustard,Rabi,2022,16220,36170,2.23,Red,High,Tropical,Potash
Punjab,Punjab District,Jute,Zaid,2022,2325,12206,5.25,Black,Medium,Humid,Potash
Punjab,Punjab District,Potato,Kharif,2022,13621,51214,3.76,Laterite,Low,Semi-Arid,Potash
Punjab,Punjab District,Jute,Kharif,2022,3916,11043,2.82,Loam,Medium,Mountain,Organic + NPK
Punjab,Punjab District,Jowar,Zaid,2022,21198,77796,3.67,Black,Low,Temperate,Potash
Punjab,Punjab District,Onion,Zaid,2023,14925,32088,2.15,Laterite,High,Temperate,NPK
Punjab,Punjab District,Cotton,Rabi,2023,14682,74731,5.09,Alluvial,Low,Temperate,Urea
Punjab,Punjab District,Potato,Kharif,2023,21766,114271,5.25,Sandy,Medium,Mountain,Urea
Punjab,Punjab District,Banana,Zaid,2023,13403,65942,4.92,Black,High,Temperate,Urea
Punjab,Punjab District,Coconut,Kharif,2023,23989,110829,4.62,Black,High,Mountain,Urea
Punjab,Punjab District,Ragi,Kharif,2023,20301,116730,5.75,Loam,High,Mountain,NPK
Punjab,Punjab District,Sugarcane,Zaid,2023,6960,22550,3.24,Alluvial,Low,Tropical,DAP + Urea
Punjab,Punjab District,Onion,Rabi,2023,16742,88565,5.29,Alluvial,Low,Humid,Organic + NPK
Punjab,Punjab District,Potato,Rabi,2023,12175,34820,2.86,Loam,Medium,Mountain,DAP + Urea
Punjab,Punjab District,Cotton,Rabi,2023,15013,23120,1.54,Red,Low,Mountain,NPK
Punjab,Punjab District,Bajra,Zaid,2023,4339,14101,3.25,Clay Loam,Medium,Tropical,Urea
Punjab,Punjab District,Cotton,Kharif,2023,19193,84449,4.4,Black,High,Humid,DAP + Urea
Punjab,Punjab District,Groundnut,Zaid,2024,12200,67100,5.5,Loam,High,Mountain,Urea
Punjab,Punjab District,Jute,Rabi,2024,12141,23432,1.93,Red,Medium,Temperate,Potash
Punjab,Punjab District,Bajra,Kharif,2024,8493,40596,4.78,Clay Loam,Medium,Semi-Arid,NPK
Punjab,Punjab District,Rubber,Kharif,2024,9271,31706,3.42,Alluvial,Medium,Semi-Arid,Urea
Punjab,Punjab District,Wheat,Kharif,2024,1870,4675,2.5,Loam,High,Semi-Arid,Potash
Punjab,Punjab District,Ragi,Zaid,2024,9643,24011,2.49,Black,High,Semi-Arid,NPK
Punjab,Punjab District,Jute,Zaid,2024,1129,3940,3.49,Laterite,Medium,Mountain,Urea
Punjab,Punjab District,Rubber,Kharif,2024,16056,54590,3.4,Alluvial,Medium,Tropical,NPK
Punjab,Punjab District,Wheat,Kharif,2024,6108,23271,3.81,Loam,Low,Mountain,Urea
Punjab,Punjab District,Soybean,Zaid,2024,6511,17905,2.75,Loam,High,Semi-Arid,Potash
Punjab,Punjab District,Rice,Rabi,2024,16247,44841,2.76,Clay Loam,Low,Semi-Arid,NPK
Punjab,Punjab District,Onion,Zaid,2024,19333,73658,3.81,Clay Loam,Medium,Semi-Arid,Potash
Punjab,Punjab District,Coffee,Zaid,2025,24110,93546,3.88,Sandy,Low,Humid,Organic + NPK
Punjab,Punjab District,Rubber,Zaid,2025,17060,33437,1.96,Laterite,High,Mountain,Organic + NPK
Punjab,Punjab District,Soybean,Zaid,2025,21700,73346,3.38,Sandy,Medium,Tropical,Urea
Punjab,Punjab District,Jute,Rabi,2025,2733,6313,2.31,Clay Loam,Medium,Semi-Arid,Urea
Punjab,Punjab District,Potato,Rabi,2025,19733,110899,5.62,Laterite,Medium,Tropical,Urea
Punjab,Punjab District,Potato,Zaid,2025,22252,38941,1.75,Laterite,Low,Semi-Arid,Organic + NPK
Punjab,Punjab District,Soybean,Zaid,2025,26272,40458,1.54,Laterite,Medium,Humid,Organic + NPK
Punjab,Punjab District,Tea,Zaid,2025,6081,29918,4.92,Laterite,Low,Tropical,Urea
Punjab,Punjab District,Banana,Kharif,2025,18837,89664,4.76,Red,Low,Humid,Organic + NPK
Punjab,Punjab District,Banana,Zaid,2025,8206,25192,3.07,Alluvial,High,Humid,Potash
Punjab,Punjab District,Rubber,Rabi,2025,21911,72087,3.29,Alluvial,Medium,Humid,Organic + NPK
Punjab,Punjab District,Sugarcane,Rabi,2025,9803,28722,2.93,Red,Medium,Mountain,Potash
Rajasthan,Rajasthan District,Soybean,Zaid,2016,14554,83831,5.76,Alluvial,Low,Mountain,DAP + Urea
Rajasthan,Rajasthan District,Banana,Rabi,2016,24755,120309,4.86,Black,Low,Mountain,DAP + Urea
Rajasthan,Rajasthan District,Cotton,Kharif,2016,2682,4318,1.61,Sandy,High,Semi-Arid,Urea
Rajasthan,Rajasthan District,Groundnut,Zaid,2016,27633,43936,1.59,Sandy,Medium,Humid,Urea
Rajasthan,Rajasthan District,Banana,Kharif,2016,25704,119523,4.65,Sandy,High,Tropical,Organic + NPK
Rajasthan,Rajasthan District,Cotton,Kharif,2016,7776,27915,3.59,Loam,Low,Humid,DAP + Urea
Rajasthan,Rajasthan District,Wheat,Kharif,2016,12904,27614,2.14,Red,Medium,Humid,Urea
Rajasthan,Rajasthan District,Maize,Rabi,2016,2552,13882,5.44,Sandy,Low,Mountain,Potash
Rajasthan,Rajasthan District,Apple,Rabi,2016,14437,55871,3.87,Black,High,Semi-Arid,NPK
Rajasthan,Rajasthan District,Jowar,Zaid,2016,24189,73776,3.05,Alluvial,High,Temperate,DAP + Urea
Rajasthan,Rajasthan District,Apple,Rabi,2016,20864,34216,1.64,Red,Medium,Semi-Arid,Potash
Rajasthan,Rajasthan District,Coconut,Zaid,2016,14525,86133,5.93,Clay Loam,Medium,Semi-Arid,Organic + NPK
Rajasthan,Rajasthan District,Sugarcane,Rabi,2017,20604,116000,5.63,Alluvial,Low,Temperate,DAP + Urea
Rajasthan,Rajasthan District,Bajra,Kharif,2017,6240,19156,3.07,Loam,Medium,Mountain,Urea
Rajasthan,Rajasthan District,Ragi,Kharif,2017,22895,62274,2.72,Black,Medium,Humid,Organic + NPK
Rajasthan,Rajasthan District,Soybean,Kharif,2017,4775,26405,5.53,Alluvial,Low,Humid,Urea
Rajasthan,Rajasthan District,Coffee,Zaid,2017,26724,113577,4.25,Loam,Low,Tropical,NPK
Rajasthan,Rajasthan District,Rice,Zaid,2017,13111,65030,4.96,Alluvial,Medium,Temperate,Organic + NPK
Rajasthan,Rajasthan District,Groundnut,Rabi,2017,5225,24818,4.75,Red,Low,Temperate,Organic + NPK
Rajasthan,Rajasthan District,Onion,Kharif,2017,17380,46578,2.68,Alluvial,High,Semi-Arid,Organic + NPK
Rajasthan,Rajasthan District,Rubber,Kharif,2017,11505,36240,3.15,Alluvial,High,Semi-Arid,Urea
Rajasthan,Rajasthan District,Cotton,Zaid,2017,4100,11480,2.8,Clay Loam,Medium,Mountain,Organic + NPK
Rajasthan,Rajasthan District,Bajra,Rabi,2017,26407,116454,4.41,Red,Medium,Mountain,NPK
Rajasthan,Rajasthan District,Rice,Rabi,2017,3185,11593,3.64,Red,Medium,Humid,DAP + Urea
Rajasthan,Rajasthan District,Onion,Rabi,2018,29509,109478,3.71,Clay Loam,High,Mountain,Potash
Rajasthan,Rajasthan District,Ragi,Kharif,2018,5041,9124,1.81,Alluvial,Low,Temperate,Urea
Rajasthan,Rajasthan District,Banana,Zaid,2018,26029,87978,3.38,Laterite,High,Temperate,NPK
Rajasthan,Rajasthan District,Coffee,Rabi,2018,18390,97467,5.3,Alluvial,Medium,Tropical,Organic + NPK
Rajasthan,Rajasthan District,Potato,Kharif,2018,7588,33007,4.35,Laterite,Medium,Mountain,DAP + Urea
Rajasthan,Rajasthan District,Soybean,Kharif,2018,4710,19782,4.2,Red,Medium,Humid,Potash
Rajasthan,Rajasthan District,Sugarcane,Kharif,2018,8919,15429,1.73,Laterite,High,Tropical,Organic + NPK
Rajasthan,Rajasthan District,Sugarcane,Kharif,2018,17200,43171,2.51,Red,Medium,Temperate,Organic + NPK
Rajasthan,Rajasthan District,Apple,Zaid,2018,6785,25850,3.81,Laterite,Low,Temperate,Organic + NPK
Rajasthan,Rajasthan District,Mustard,Rabi,2018,18493,82663,4.47,Loam,Low,Mountain,Organic + NPK
Rajasthan,Rajasthan District,Mustard,Rabi,2018,10281,50993,4.96,Alluvial,Medium,Mountain,Potash
Rajasthan,Rajasthan District,Apple,Rabi,2018,4860,20412,4.2,Alluvial,Low,Semi-Arid,Organic + NPK
Rajasthan,Rajasthan District,Groundnut,Kharif,2019,5659,11657,2.06,Clay Loam,Low,Humid,Organic + NPK
Rajasthan,Rajasthan District,Bajra,Kharif,2019,22245,80971,3.64,Sandy,Medium,Tropical,Urea
Rajasthan,Rajasthan District,Rice,Rabi,2019,21811,106873,4.9,Alluvial,Low,Humid,Potash
Rajasthan,Rajasthan District,Apple,Kharif,2019,8800,22352,2.54,Black,High,Humid,Urea
Rajasthan,Rajasthan District,Soybean,Rabi,2019,4526,20548,4.54,Laterite,Medium,Temperate,Urea
Rajasthan,Rajasthan District,Sugarcane,Zaid,2019,2426,12154,5.01,Red,Medium,Semi-Arid,Organic + NPK
Rajasthan,Rajasthan District,Soybean,Rabi,2019,24686,126886,5.14,Red,High,Temperate,Potash
Rajasthan,Rajasthan District,Ragi,Zaid,2019,1115,5140,4.61,Black,Low,Tropical,DAP + Urea
Rajasthan,Rajasthan District,Onion,Kharif,2019,2563,6791,2.65,Alluvial,High,Semi-Arid,Organic + NPK
Rajasthan,Rajasthan District,Cotton,Rabi,2019,11099,48169,4.34,Laterite,Medium,Semi-Arid,Urea
Rajasthan,Rajasthan District,Onion,Rabi,2019,12145,67890,5.59,Laterite,Low,Tropical,Urea
Rajasthan,Rajasthan District,Cotton,Rabi,2019,21445,93500,4.36,Alluvial,Medium,Temperate,NPK
Rajasthan,Rajasthan District,Mustard,Zaid,2020,28684,82036,2.86,Laterite,High,Mountain,Potash
Rajasthan,Rajasthan District,Rubber,Zaid,2020,20679,88506,4.28,Sandy,Low,Humid,Urea
Rajasthan,Rajasthan District,Bajra,Rabi,2020,18391,101518,5.52,Black,Low,Tropical,NPK
Rajasthan,Rajasthan District,Jute,Rabi,2020,25461,97770,3.84,Sandy,High,Temperate,Organic + NPK
Rajasthan,Rajasthan District,Sugarcane,Kharif,2020,8786,30135,3.43,Black,Medium,Temperate,Potash
Rajasthan,Rajasthan District,Potato,Kharif,2020,10853,56218,5.18,Sandy,High,Mountain,Potash
Rajasthan,Rajasthan District,Sugarcane,Zaid,2020,23202,53828,2.32,Sandy,Medium,Semi-Arid,Organic + NPK
Rajasthan,Rajasthan District,Rice,Kharif,2020,22058,111613,5.06,Alluvial,High,Humid,DAP + Urea
Rajasthan,Rajasthan District,Tea,Zaid,2020,4372,12547,2.87,Red,High,Semi-Arid,NPK
Rajasthan,Rajasthan District,Potato,Kharif,2020,2654,4246,1.6,Red,High,Temperate,DAP + Urea
Rajasthan,Rajasthan District,Cotton,Zaid,2020,12751,49218,3.86,Black,Medium,Semi-Arid,DAP + Urea
Rajasthan,Rajasthan District,Sugarcane,Zaid,2020,1970,11741,5.96,Red,High,Semi-Arid,DAP + Urea
Rajasthan,Rajasthan District,Rice,Kharif,2021,2613,4415,1.69,Red,Medium,Humid,NPK
Rajasthan,Rajasthan District,Banana,Kharif,2021,23507,118710,5.05,Laterite,Low,Tropical,Organic + NPK
Rajasthan,Rajasthan District,Wheat,Zaid,2021,5369,10576,1.97,Clay Loam,Low,Semi-Arid,Potash
